run_idx,phase,tag,day,fit_cov,mean_geh,wall_s,params_json
62,refine,r000,2026-06-04,0.4653,10.294,2273.3,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.3711, ""S.m_off.7"": 0.41, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
63,refine,r001,2026-06-02,0.3252,11.126,2349.8,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.4851, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.3711, ""S.m_off.7"": 0.41, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
64,refine,r001,2026-06-04,0.456,10.419,1351.0,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.4851, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.3711, ""S.m_off.7"": 0.41, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
65,refine,r002,2026-06-02,0.3252,11.17,2337.9,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.1851, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.3711, ""S.m_off.7"": 0.41, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
66,refine,r002,2026-06-04,0.4653,10.245,32775.6,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.1851, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.3711, ""S.m_off.7"": 0.41, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
67,refine,r003,2026-06-02,0.3657,10.975,420.5,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.41, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
68,refine,r003,2026-06-04,0.4572,10.203,338.3,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.41, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
69,refine,r004,2026-06-02,0.3553,10.875,391.3,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.41, ""S.m_off.8"": 0.6519, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
70,refine,r004,2026-06-04,0.4676,10.162,311.5,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.41, ""S.m_off.8"": 0.6519, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
71,refine,r005,2026-06-02,0.3657,11.031,405.5,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.41, ""S.m_off.8"": 0.4119, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
72,refine,r005,2026-06-04,0.4572,10.295,328.4,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.41, ""S.m_off.8"": 0.4119, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
73,refine,r006,2026-06-02,0.3773,10.769,385.9,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
74,refine,r006,2026-06-04,0.4664,10.181,315.5,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
75,refine,r007,2026-06-02,0.3773,11.027,408.6,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.5259, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
76,refine,r007,2026-06-04,0.4572,10.154,349.2,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.5259, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
77,refine,r008,2026-06-02,0.3773,10.954,390.7,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.3339, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
78,refine,r008,2026-06-04,0.4664,10.253,303.3,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.3339, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
